hhid,persid,jtwid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,destpurp1_desc_01,destplace1_desc_01,startime_01,arrtime_01,vistadist_01,travtime_01,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,weight,wfh_intensity,wfh_adopter,wfh_category,perspoststratweight,agegroup,sex,carlicence,emptype,persinc,analysis_weight
Y24H5870306,Y24H5870306P01,Y24H5870306P01JTW0429,Weekend,FROM_HOME,Y24H5870306P01S03,720,Boroondara (C),TO_WORK,Y24H5870306P01S04,750.0,Boroondara (C),Vehicle Driver,Pick-up or Drop-off Someone,Sport and Recreation venue,720.0,735.0,2.91886,15.0,Vehicle Driver,29.0,6.47725,30.0,485.062983747,MELB - Middle,Greater Melbourne,485.062983747,2.0,1,Occasional_WFH,485.062983747,50->54,Female,Full Licence,Employer,"$1-$149 ($1-$7,799)",485.062983747
Y24H5870316,Y24H5870316P03,Y24H5870316P03JTW0430,Weekday,FROM_HOME,Y24H5870316P03S01,480,Boroondara (C),TO_WORK,Y24H5870316P03S01,525.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,480.0,525.0,11.21943,45.0,Vehicle Driver,45.0,11.21943,45.0,968.312957991,MELB - Middle,Greater Melbourne,968.312957991,2.0,1,Occasional_WFH,968.312957991,30->34,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",968.312957991
Y24H5870336,Y24H5870336P01,Y24H5870336P01JTW0431,Weekday,FROM_HOME,Y24H5870336P01S01,350,Boroondara (C),TO_WORK,Y24H5870336P01S01,360.0,Whitehorse (C),Vehicle Driver,Work Related,Retail venue,350.0,360.0,9.41241,10.0,Vehicle Driver,10.0,9.41241,10.0,663.990291725,MELB - Middle,Greater Melbourne,663.990291725,0.0,0,No_WFH,663.990291725,35->39,Male,Full Licence,Employer,"$1,500-$1,749 ($78,000-$90,999)",663.990291725
Y24H5870336,Y24H5870336P01,Y24H5870336P01JTW0432,Weekday,FROM_HOME,Y24H5870336P01S05,720,Boroondara (C),TO_WORK,Y24H5870336P01S05,729.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,720.0,729.0,3.93157,9.0,Vehicle Driver,9.0,3.93157,9.0,663.990291725,MELB - Middle,Greater Melbourne,663.990291725,0.0,0,No_WFH,663.990291725,35->39,Male,Full Licence,Employer,"$1,500-$1,749 ($78,000-$90,999)",663.990291725
Y24H5870336,Y24H5870336P02,Y24H5870336P02JTW0433,Weekday,FROM_HOME,Y24H5870336P02S01,440,Boroondara (C),TO_WORK,Y24H5870336P02S03,510.0,Yarra (C),Walking,Change Mode,Transport Feature,440.0,451.0,0.8983,11.0,Public Bus,50.0,10.65167,70.0,1237.021065434,MELB - Middle,Greater Melbourne,1237.021065434,0.0,0,No_WFH,1237.021065434,30->34,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",1237.021065434
Y24H5870401,Y24H5870401P01,Y24H5870401P01JTW0434,Weekday,FROM_HOME,Y24H5870401P01S01,453,Darebin (C),TO_WORK,Y24H5870401P01S01,499.0,Whitehorse (C),Vehicle Driver,Work Related,Place of work,453.0,499.0,26.8464,46.0,Vehicle Driver,46.0,26.8464,46.0,402.321634091,MELB - Middle,Greater Melbourne,402.321634091,2.0,1,Occasional_WFH,402.321634091,45->49,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",402.321634091
Y24H5870402,Y24H5870402P01,Y24H5870402P01JTW0435,Weekday,FROM_HOME,Y24H5870402P01S01,456,Darebin (C),TO_WORK,Y24H5870402P01S02,521.0,Maroondah (C),Vehicle Driver,Buy Something,Entertainment venue,456.0,510.0,29.88134,54.0,Vehicle Driver,60.0,32.352360000000004,65.0,273.054613286,MELB - Middle,Greater Melbourne,273.054613286,0.0,0,No_WFH,273.054613286,35->39,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",273.054613286
Y24H5870408,Y24H5870408P01,Y24H5870408P01JTW0436,Weekday,FROM_HOME,Y24H5870408P01S01,390,Darebin (C),TO_WORK,Y24H5870408P01S01,448.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,390.0,448.0,17.81146,58.0,Vehicle Driver,58.0,17.81146,58.0,331.058248237,MELB - Middle,Greater Melbourne,331.058248237,0.0,0,No_WFH,331.058248237,30->34,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",331.058248237
Y24H5870409,Y24H5870409P02,Y24H5870409P02JTW0437,Weekday,FROM_HOME,Y24H5870409P02S01,388,Darebin (C),TO_WORK,Y24H5870409P02S03,478.0,Melbourne (C),Walking,Change Mode,Transport Feature,388.0,395.0,0.64369,7.0,Train,83.0,20.00388,90.0,348.300556938,MELB - Middle,Greater Melbourne,348.300556938,1.0,1,Occasional_WFH,348.300556938,30->34,Female,Learners Permit,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",348.300556938
Y24H5870412,Y24H5870412P01,Y24H5870412P01JTW0438,Weekday,FROM_HOME,Y24H5870412P01S01,450,Darebin (C),TO_WORK,Y24H5870412P01S01,495.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,450.0,495.0,16.09259,45.0,Vehicle Driver,45.0,16.09259,45.0,1223.918005355,MELB - Middle,Greater Melbourne,1223.918005355,2.0,1,Occasional_WFH,729.000922955,55->59,Male,Full Licence,Self-Employed,"$3,000-$3,499 ($156,000-$181,999)",1223.918005355
Y24H5870412,Y24H5870412P02,Y24H5870412P02JTW0439,Weekday,FROM_HOME,Y24H5870412P02S01,630,Darebin (C),TO_WORK,Y24H5870412P02S01,645.0,Darebin (C),Vehicle Driver,Work Related,Place of work,630.0,645.0,5.1313,15.0,Vehicle Driver,15.0,5.1313,15.0,632.804847074,MELB - Middle,Greater Melbourne,632.804847074,0.0,0,No_WFH,632.804847074,55->59,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",632.804847074
Y24H5870417,Y24H5870417P01,Y24H5870417P01JTW0440,Weekday,FROM_HOME,Y24H5870417P01S03,512,Darebin (C),TO_WORK,Y24H5870417P01S05,627.0,Mornington Peninsula (S),Vehicle Driver,Social,Retail venue,512.0,569.0,39.01491,57.0,Vehicle Driver,92.0,86.52100259999997,115.0,327.435781388,MELB - Middle,Greater Melbourne,327.435781388,0.0,0,No_WFH,327.435781388,45->49,Male,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",327.435781388
Y24H5870417,Y24H5870417P02,Y24H5870417P02JTW0441,Weekday,FROM_HOME,Y24H5870417P02S01,503,Darebin (C),TO_WORK,Y24H5870417P02S04,574.0,Melbourne (C),Vehicle Driver,Pick-up or Deliver Something,Personal services,503.0,515.0,6.29739,12.0,Train,62.0,19.14598,71.0,384.754641455,MELB - Middle,Greater Melbourne,384.754641455,0.0,0,No_WFH,384.754641455,45->49,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",384.754641455
Y24H5870422,Y24H5870422P02,Y24H5870422P02JTW0442,Weekday,FROM_HOME,Y24H5870422P02S01,525,Darebin (C),TO_WORK,Y24H5870422P02S01,545.0,Brimbank (C),Vehicle Driver,Work Related,Place of work,525.0,545.0,17.10798,20.0,Vehicle Driver,20.0,17.10798,20.0,345.037195836,MELB - Middle,Greater Melbourne,345.037195836,0.0,0,No_WFH,345.037195836,40->44,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",345.037195836
Y24H5870426,Y24H5870426P01,Y24H5870426P01JTW0443,Weekday,FROM_HOME,Y24H5870426P01S01,487,Darebin (C),TO_WORK,Y24H5870426P01S01,536.0,Melbourne (C),Bicycle,Work Related,Place of work,487.0,536.0,17.79881,49.0,Bicycle,49.0,17.79881,49.0,314.956880578,MELB - Middle,Greater Melbourne,314.956880578,5.0,1,Full_WFH,314.956880578,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",314.956880578
Y24H5870426,Y24H5870426P01,Y24H5870426P01JTW0444,Weekday,FROM_HOME,Y24H5870426P01S11,1034,Darebin (C),TO_WORK,Y24H5870426P01S11,1077.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,1034.0,1077.0,17.79881,43.0,Vehicle Driver,43.0,17.79881,43.0,314.956880578,MELB - Middle,Greater Melbourne,314.956880578,5.0,1,Full_WFH,314.956880578,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",314.956880578
Y24H5870426,Y24H5870426P02,Y24H5870426P02JTW0445,Weekday,FROM_HOME,Y24H5870426P02S01,480,Darebin (C),TO_WORK,Y24H5870426P02S02,530.0,Darebin (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,480.0,500.0,7.48742,20.0,Vehicle Driver,48.0,13.49139,50.0,370.091262313,MELB - Middle,Greater Melbourne,370.091262313,4.0,1,Frequent_WFH,370.091262313,40->44,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",370.091262313
Y24H5870430,Y24H5870430P01,Y24H5870430P01JTW0446,Weekday,FROM_HOME,Y24H5870430P01S01,342,Darebin (C),TO_WORK,Y24H5870430P01S05,403.0,Whittlesea (C),Walking,Change Mode,Transport Feature,342.0,352.0,0.7132,10.0,Train,32.0,10.17131,61.0,561.808973174,MELB - Middle,Greater Melbourne,561.808973174,1.0,1,Occasional_WFH,561.808973174,40->44,Female,Learners Permit,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",561.808973174
Y24H5870504,Y24H5870504P01,Y24H5870504P01JTW0447,Weekday,FROM_HOME,Y24H5870504P01S01,354,Wyndham (C),TO_WORK,Y24H5870504P01S01,378.0,Hobsons Bay (C),Vehicle Driver,Work Related,Place of work,354.0,378.0,19.38665,24.0,Vehicle Driver,24.0,19.38665,24.0,543.454796811,MELB - Outer,Greater Melbourne,543.454796811,0.0,0,No_WFH,323.697377378,30->34,Male,Full Licence,Paid Employee,"$400-$499 ($20,800-$25,999)",543.454796811
Y24H5870504,Y24H5870504P03,Y24H5870504P03JTW0448,Weekday,FROM_HOME,Y24H5870504P03S01,354,Wyndham (C),TO_WORK,Y24H5870504P03S02,398.0,Melton (S),Vehicle Passenger,Pick-up or Drop-off Someone,Personal services,354.0,378.0,19.38714,24.0,Vehicle Passenger,41.0,29.57085,44.0,528.427798416,MELB - Outer,Greater Melbourne,528.427798416,0.0,0,No_WFH,528.427798416,25->29,Female,Learners Permit,Paid Employee,"$400-$499 ($20,800-$25,999)",528.427798416
Y24H5870504,Y24H5870504P04,Y24H5870504P04JTW0449,Weekday,FROM_HOME,Y24H5870504P04S01,354,Wyndham (C),TO_WORK,Y24H5870504P04S02,398.0,Melton (S),Vehicle Passenger,Pick-up or Drop-off Someone,Personal services,354.0,378.0,19.38714,24.0,Vehicle Driver,41.0,29.57085,44.0,546.699290667,MELB - Outer,Greater Melbourne,546.699290667,0.0,0,No_WFH,325.629891652,25->29,Male,Full Licence,Paid Employee,"$150-$299 ($7,800-$15,599)",546.699290667
Y24H5870510,Y24H5870510P01,Y24H5870510P01JTW0450,Weekday,FROM_HOME,Y24H5870510P01S01,1200,Wyndham (C),TO_WORK,Y24H5870510P01S01,1230.0,Maribyrnong (C),Vehicle Driver,Work Related,Place of work,1200.0,1230.0,28.24079,30.0,Vehicle Driver,30.0,28.24079,30.0,443.154035104,MELB - Outer,Greater Melbourne,443.154035104,0.0,0,No_WFH,443.154035104,45->49,Male,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",443.154035104
Y24H5870516,Y24H5870516P01,Y24H5870516P01JTW0451,Weekday,FROM_HOME,Y24H5870516P01S01,944,Wyndham (C),TO_WORK,Y24H5870516P01S01,962.0,Hobsons Bay (C),Vehicle Driver,Work Related,Place of work,944.0,962.0,25.26559,18.0,Vehicle Driver,18.0,25.26559,18.0,270.439929361,MELB - Outer,Greater Melbourne,270.439929361,0.0,0,No_WFH,270.439929361,35->39,Male,Full Licence,Self-Employed,"$1,250-$1,499 ($65,000-$77,999)",270.439929361
Y24H5870517,Y24H5870517P01,Y24H5870517P01JTW0452,Weekday,FROM_HOME,Y24H5870517P01S01,540,Wyndham (C),TO_WORK,Y24H5870517P01S01,570.0,Melton (S),Vehicle Driver,Work Related,Place of work,540.0,570.0,18.60209,30.0,Vehicle Driver,30.0,18.60209,30.0,865.932357765,MELB - Outer,Greater Melbourne,865.932357765,0.0,0,No_WFH,865.932357765,30->34,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",865.932357765
Y24H5870524,Y24H5870524P01,Y24H5870524P01JTW0453,Weekday,FROM_HOME,Y24H5870524P01S01,435,Wyndham (C),TO_WORK,Y24H5870524P01S05,519.0,Melbourne (C),Walking,Change Mode,Transport Feature,435.0,448.0,0.66656,13.0,Train,70.0,33.07049000000001,84.0,311.710691658,MELB - Outer,Greater Melbourne,311.710691658,4.0,1,Frequent_WFH,311.710691658,40->44,Male,Learners Permit,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",311.710691658
Y24H5870525,Y24H5870525P01,Y24H5870525P01JTW0454,Weekday,FROM_HOME,Y24H5870525P01S01,300,Wyndham (C),TO_WORK,Y24H5870525P01S03,408.0,Hobsons Bay (C),Walking,Change Mode,Transport Feature,300.0,352.0,2.0266,52.0,Train,98.0,23.67529,108.0,1039.293871912,MELB - Outer,Greater Melbourne,1039.293871912,0.0,0,No_WFH,1039.293871912,60->64,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",1039.293871912
Y24H5870531,Y24H5870531P02,Y24H5870531P02JTW0455,Weekday,FROM_HOME,Y24H5870531P02S01,567,Wyndham (C),TO_WORK,Y24H5870531P02S02,592.0,Hobsons Bay (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,567.0,576.0,5.04028,9.0,Vehicle Driver,21.0,9.79898,25.0,575.351069215,MELB - Outer,Greater Melbourne,575.351069215,0.0,0,No_WFH,503.225291518,35->39,Female,Green Probationary Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",575.351069215
Y24H5870537,Y24H5870537P01,Y24H5870537P01JTW0456,Weekday,FROM_HOME,Y24H5870537P01S03,1065,Wyndham (C),TO_WORK,Y24H5870537P01S03,1080.0,Wyndham (C),Vehicle Driver,Work Related,Place of work,1065.0,1080.0,11.95079,15.0,Vehicle Driver,15.0,11.95079,15.0,794.522215378,MELB - Outer,Greater Melbourne,794.522215378,0.0,0,No_WFH,794.522215378,40->44,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",794.522215378
Y24H5880104,Y24H5880104P01,Y24H5880104P01JTW0457,Weekday,FROM_HOME,Y24H5880104P01S01,492,Cardinia (S),TO_WORK,Y24H5880104P01S01,495.0,Cardinia (S),Vehicle Driver,Work Related,Place of work,492.0,495.0,0.85741,3.0,Vehicle Driver,3.0,0.85741,3.0,580.402005593,MELB - Outer,Greater Melbourne,580.402005593,0.0,0,No_WFH,580.402005593,40->44,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",580.402005593
Y24H5880115,Y24H5880115P01,Y24H5880115P01JTW0458,Weekday,FROM_HOME,Y24H5880115P01S01,435,Cardinia (S),TO_WORK,Y24H5880115P01S01,480.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,435.0,480.0,36.11579,45.0,Vehicle Driver,45.0,36.11579,45.0,248.395796467,MELB - Outer,Greater Melbourne,248.395796467,3.0,1,Frequent_WFH,248.395796467,65->69,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",248.395796467
Y24H5880116,Y24H5880116P01,Y24H5880116P01JTW0459,Weekday,FROM_HOME,Y24H5880116P01S01,420,Cardinia (S),TO_WORK,Y24H5880116P01S01,450.0,Casey (C),Vehicle Driver,Work Related,Place of work,420.0,450.0,25.64821,30.0,Vehicle Driver,30.0,25.64821,30.0,658.483296044,MELB - Outer,Greater Melbourne,658.483296044,0.0,0,No_WFH,658.483296044,45->49,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",658.483296044
Y24H5880117,Y24H5880117P01,Y24H5880117P01JTW0460,Weekday,FROM_HOME,Y24H5880117P01S01,315,Cardinia (S),TO_WORK,Y24H5880117P01S01,375.0,Melbourne (C),Vehicle Driver,Work Related,Place of work,315.0,375.0,70.76959,60.0,Vehicle Driver,60.0,70.76959,60.0,1783.398403634,MELB - Outer,Greater Melbourne,1783.398403634,0.0,0,No_WFH,1062.243611546,45->49,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",1783.398403634
Y24H5880117,Y24H5880117P02,Y24H5880117P02JTW0461,Weekday,FROM_HOME,Y24H5880117P02S01,465,Cardinia (S),TO_WORK,Y24H5880117P02S01,510.0,Greater Dandenong (C),Vehicle Driver,Work Related,Place of work,465.0,510.0,33.76441,45.0,Vehicle Driver,45.0,33.76441,45.0,626.18766981,MELB - Outer,Greater Melbourne,626.18766981,2.0,1,Occasional_WFH,626.18766981,40->44,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",626.18766981
Y24H5880131,Y24H5880131P02,Y24H5880131P02JTW0462,Weekday,FROM_HOME,Y24H5880131P02S01,481,Cardinia (S),TO_WORK,Y24H5880131P02S01,514.0,Casey (C),Vehicle Driver,Work Related,Place of work,481.0,514.0,25.0244,33.0,Vehicle Driver,33.0,25.0244,33.0,1554.478432261,MELB - Outer,Greater Melbourne,1554.478432261,0.0,0,No_WFH,1554.478432261,50->54,Female,Full Licence,Paid Employee,"$500-$649 ($26,000-$33,799)",1554.478432261
Y24H5880201,Y24H5880201P01,Y24H5880201P01JTW0463,Weekday,FROM_HOME,Y24H5880201P01S01,300,Yarra Ranges (S),TO_WORK,Y24H5880201P01S01,315.0,Knox (C),Vehicle Driver,Work Related,Place of work,300.0,315.0,12.64296,15.0,Vehicle Driver,15.0,12.64296,15.0,433.33790299,MELB - Outer,Greater Melbourne,433.33790299,0.0,0,No_WFH,433.33790299,55->59,Female,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",433.33790299
Y24H5880202,Y24H5880202P01,Y24H5880202P01JTW0464,Weekday,FROM_HOME,Y24H5880202P01S01,480,Yarra Ranges (S),TO_WORK,Y24H5880202P01S01,495.0,Yarra Ranges (S),Vehicle Driver,Work Related,Place of work,480.0,495.0,4.34989,15.0,Vehicle Driver,15.0,4.34989,15.0,550.78195106,MELB - Outer,Greater Melbourne,550.78195106,0.0,0,No_WFH,328.06164213,35->39,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",550.78195106
Y24H5880204,Y24H5880204P01,Y24H5880204P01JTW0465,Weekday,FROM_HOME,Y24H5880204P01S01,660,Yarra Ranges (S),TO_WORK,Y24H5880204P01S01,690.0,Knox (C),Bicycle,Work Related,Place of work,660.0,690.0,13.23108,30.0,Bicycle,30.0,13.23108,30.0,526.441268631,MELB - Outer,Greater Melbourne,526.441268631,0.0,0,No_WFH,313.563628473,60->64,Male,Full Licence,Self-Employed,"$1,000-$1,249 ($52,000-$64,999)",526.441268631
Y24H5880204,Y24H5880204P02,Y24H5880204P02JTW0466,Weekday,FROM_HOME,Y24H5880204P02S01,660,Yarra Ranges (S),TO_WORK,Y24H5880204P02S01,675.0,Knox (C),Vehicle Driver,Work Related,Place of work,660.0,675.0,13.23116,15.0,Vehicle Driver,15.0,13.23116,15.0,273.074239308,MELB - Outer,Greater Melbourne,273.074239308,0.0,0,No_WFH,273.074239308,55->59,Female,Full Licence,Self-Employed,"$2,000-$2,999 ($104,000-$155,999)",273.074239308
Y24H5880212,Y24H5880212P03,Y24H5880212P03JTW0467,Weekday,FROM_HOME,Y24H5880212P03S01,990,Yarra Ranges (S),TO_WORK,Y24H5880212P03S01,1050.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,990.0,1050.0,36.93049,60.0,Vehicle Driver,60.0,36.93049,60.0,482.849870089,MELB - Outer,Greater Melbourne,482.849870089,0.0,0,No_WFH,417.574285325,40->44,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",482.849870089
Y24H5880219,Y24H5880219P02,Y24H5880219P02JTW0468,Weekday,FROM_HOME,Y24H5880219P02S01,462,Yarra Ranges (S),TO_WORK,Y24H5880219P02S01,474.0,Knox (C),Vehicle Driver,Work Related,Place of work,462.0,474.0,8.0796,12.0,Vehicle Driver,12.0,8.0796,12.0,294.442648651,MELB - Outer,Greater Melbourne,294.442648651,0.0,0,No_WFH,294.442648651,45->49,Female,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",294.442648651
Y24H5880223,Y24H5880223P01,Y24H5880223P01JTW0469,Weekday,FROM_HOME,Y24H5880223P01S01,510,Yarra Ranges (S),TO_WORK,Y24H5880223P01S01,520.0,Knox (C),Vehicle Driver,Work Related,Place of work,510.0,520.0,6.88475,10.0,Vehicle Driver,10.0,6.88475,10.0,780.670079291,MELB - Outer,Greater Melbourne,780.670079291,0.0,0,No_WFH,780.670079291,50->54,Male,Full Licence,Self-Employed,"$300-$399 ($15,600-$20,799)",780.670079291
Y24H5880224,Y24H5880224P01,Y24H5880224P01JTW0470,Weekday,FROM_HOME,Y24H5880224P01S01,493,Yarra Ranges (S),TO_WORK,Y24H5880224P01S02,567.0,Melbourne (C),Vehicle Driver,Pick-up or Drop-off Someone,Place of education,493.0,536.0,26.0722,43.0,Vehicle Driver,74.0,48.08792,74.0,334.58696494,MELB - Outer,Greater Melbourne,334.58696494,3.0,1,Frequent_WFH,334.58696494,55->59,Female,Full Licence,Paid Employee,"$1,750-$1,999 ($91,000-$103,999)",334.58696494
Y24H5880224,Y24H5880224P03,Y24H5880224P03JTW0471,Weekday,FROM_HOME,Y24H5880224P03S01,493,Yarra Ranges (S),TO_WORK,Y24H5880224P03S04,958.0,Maroondah (C),Vehicle Passenger,Education,Place of education,493.0,536.0,26.07232,43.0,Train,76.0,36.3215,146.81999999999994,305.864767513,MELB - Outer,Greater Melbourne,305.864767513,0.0,0,No_WFH,276.925521862,15->19,Female,Learners Permit,Paid Employee,"$1-$149 ($1-$7,799)",305.864767513
Y24H5880232,Y24H5880232P02,Y24H5880232P02JTW0472,Weekday,FROM_HOME,Y24H5880232P02S01,449,Yarra Ranges (S),TO_WORK,Y24H5880232P02S01,499.0,Boroondara (C),Vehicle Driver,Work Related,Place of work,449.0,499.0,36.64488,50.0,Vehicle Driver,50.0,36.64488,50.0,461.611978004,MELB - Outer,Greater Melbourne,461.611978004,0.0,0,No_WFH,461.611978004,40->44,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",461.611978004
Y24H5880233,Y24H5880233P01,Y24H5880233P01JTW0473,Weekday,FROM_HOME,Y24H5880233P01S01,450,Yarra Ranges (S),TO_WORK,Y24H5880233P01S01,461.0,Knox (C),Vehicle Driver,Work Related,Place of work,450.0,461.0,7.37997,11.0,Vehicle Driver,11.0,7.37997,11.0,1040.902456288,MELB - Outer,Greater Melbourne,1040.902456288,0.0,0,No_WFH,1040.902456288,40->44,Female,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",1040.902456288
Y24H5880237,Y24H5880237P01,Y24H5880237P01JTW0474,Weekday,FROM_HOME,Y24H5880237P01S01,390,Yarra Ranges (S),TO_WORK,Y24H5880237P01S01,420.0,Maroondah (C),Vehicle Driver,Work Related,Place of work,390.0,420.0,17.07246,30.0,Vehicle Driver,30.0,17.07246,30.0,940.523681242,MELB - Outer,Greater Melbourne,940.523681242,0.0,0,No_WFH,940.523681242,40->44,Male,Full Licence,Paid Employee,"$800-$999 ($41,600-$51,999)",940.523681242
Y24H5880239,Y24H5880239P01,Y24H5880239P01JTW0475,Weekday,FROM_HOME,Y24H5880239P01S03,435,Yarra Ranges (S),TO_WORK,Y24H5880239P01S03,470.0,Monash (C),Vehicle Driver,Work Related,Place of work,435.0,470.0,16.28364,35.0,Vehicle Driver,35.0,16.28364,35.0,731.440652628,MELB - Outer,Greater Melbourne,731.440652628,0.0,0,No_WFH,731.440652628,30->34,Female,Full Licence,Paid Employee,"$1,500-$1,749 ($78,000-$90,999)",731.440652628
Y24H5880239,Y24H5880239P02,Y24H5880239P02JTW0476,Weekday,FROM_HOME,Y24H5880239P02S01,360,Yarra Ranges (S),TO_WORK,Y24H5880239P02S01,405.0,Bayside (C),Vehicle Driver,Work Related,Place of work,360.0,405.0,38.20704,45.0,Vehicle Driver,45.0,38.20704,45.0,1436.244977523,MELB - Outer,Greater Melbourne,1436.244977523,0.0,0,No_WFH,1262.282447156,30->34,Male,Full Licence,Paid Employee,"$1,000-$1,249 ($52,000-$64,999)",1436.244977523
Y24H5880504,Y24H5880504P01,Y24H5880504P01JTW0477,Weekday,FROM_HOME,Y24H5880504P01S01,360,Hobsons Bay (C),TO_WORK,Y24H5880504P01S01,375.0,Brimbank (C),Vehicle Driver,Work Related,Place of work,360.0,375.0,10.65924,15.0,Vehicle Driver,15.0,10.65924,15.0,473.277051023,MELB - Middle,Greater Melbourne,473.277051023,0.0,0,No_WFH,473.277051023,40->44,Male,Full Licence,Paid Employee,"$1,250-$1,499 ($65,000-$77,999)",473.277051023
Y24H5880509,Y24H5880509P01,Y24H5880509P01JTW0478,Weekday,FROM_HOME,Y24H5880509P01S01,479,Hobsons Bay (C),TO_WORK,Y24H5880509P01S03,540.0,Melbourne (C),Walking,Change Mode,Transport Feature,479.0,483.0,0.29512,4.0,Public Bus,51.0,12.987090000000002,61.0,430.464674176,MELB - Middle,Greater Melbourne,430.464674176,4.0,1,Frequent_WFH,430.464674176,25->29,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",430.464674176
Y24H5880509,Y24H5880509P02,Y24H5880509P02JTW0479,Weekday,FROM_HOME,Y24H5880509P02S01,479,Hobsons Bay (C),TO_WORK,Y24H5880509P02S03,548.0,Melbourne (C),Walking,Change Mode,Transport Feature,479.0,483.0,0.29512,4.0,Public Bus,59.0,13.782560000000002,69.0,553.477106132,MELB - Middle,Greater Melbourne,553.477106132,3.0,1,Frequent_WFH,553.477106132,25->29,Female,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",553.477106132
Y24H5880517,Y24H5880517P01,Y24H5880517P01JTW0480,Weekday,FROM_HOME,Y24H5880517P01S01,510,Hobsons Bay (C),TO_WORK,Y24H5880517P01S01,540.0,Hume (C),Vehicle Driver,Work Related,Place of work,510.0,540.0,24.36219,30.0,Vehicle Driver,30.0,24.36219,30.0,1025.077488749,MELB - Middle,Greater Melbourne,1025.077488749,0.0,0,No_WFH,610.565766766,30->34,Male,Full Licence,Paid Employee,"$2,000-$2,999 ($104,000-$155,999)",1025.077488749
Y24H5880522,Y24H5880522P02,Y24H5880522P02JTW0481,Weekday,FROM_HOME,Y24H5880522P02S01,460,Hobsons Bay (C),TO_WORK,Y24H5880522P02S03,530.0,Melbourne (C),Walking,Change Mode,Transport Feature,460.0,470.0,0.612,10.0,Train,54.0,14.77124,70.0,313.606187857,MELB - Middle,Greater Melbourne,313.606187857,0.0,0,No_WFH,313.606187857,65->69,Male,Full Licence,Paid Employee,"$3,000-$3,499 ($156,000-$181,999)",313.606187857
